body_part,sub_category,original_english,twi_translation
Skin,Rashes & Irritation,"I have dry, cracked patches of skin that bleed when I bend the area.","M’ani nwetɛ no ayɛ kã na ɛrebubu, na sɛ medane no a, mogya firi mu."
Brain & Neurological,Sensory Disturbances,Half of my face went completely numb and tingly all at once.,M’anim fã biara ayɛ asere na ɛrekeka me.
Brain & Neurological,Sensory Disturbances,Half of my face went completely numb and tingly all at once.,M’anim fã biara ayɛ asere na ɛrekyekyere me.
Brain & Neurological,Sensory Disturbances,Half of my face went completely numb and tingly all at once.,M’anim fã biara ayɛ asere na ɛrewɔ me dɛ.
Brain & Neurological,Sensory Disturbances,Half of my face went completely numb and tingly all at once.,M’anim fã biara ayɛ asere prɛko pɛ.
Brain & Neurological,Sensory Disturbances,Half of my face went completely numb and tingly all at once.,M’anim fã biara yɛ me asere na ɛreka me nkatakata.
Nose,Congestion & Pressure,My face feels like it's swollen from the inside.,M’anim mu yɛ me sɛ ɛrefɔn.
Nose,Congestion & Pressure,There's a heavy pressure across my cheekbones and forehead.,M’anim ne me kɔn mu yɛ me duru dodo.
Nose,Congestion & Pressure,There's a heavy pressure across my cheekbones and forehead.,M’anim ne me kɔn mu yɛ me sɛ biribi repimpim me.
Nose,Congestion & Pressure,My face feels like it's swollen from the inside.,M’anim te sɛ nea ɛrefɔn afi mu.
Nose,Congestion & Pressure,My face feels like it's swollen from the inside.,M’anim yɛ me sɛ nea ɛrefɔn afi mfiase.
Nose,Congestion & Pressure,My face feels like it's swollen from the inside.,M’anim yɛ me sɛ ɛwɔ sɛ ɛrefɔn afi mu.
Brain & Neurological,Sensory Disturbances,I suddenly had slurred speech and couldn't form words properly.,M’ano asɛe na nsɛm no rerentumi mfiri me ano yie.
Brain & Neurological,Sensory Disturbances,I suddenly had slurred speech and couldn't form words properly.,M’ano ayɛ me kɔkɔɔ na merentumi mfa nsɛm nka no yie.
Brain & Neurological,Sensory Disturbances,I suddenly had slurred speech and couldn't form words properly.,M’ano ayɛ me kɔkɔɔ na merentumi nkasa yie.
Skin,Lesions & Wounds,There's a wound on my skin that won't heal and keeps getting bigger.,"M’apirɛ bi wɔ me nipa ho a ɛnkyɛ na ɛrensa, na mmom ɛrefa akwanya kɛse."
Skin,Lesions & Wounds,There's a wound on my skin that won't heal and keeps getting bigger.,"M’apirɛ bi wɔ me nipa ho a ɛnkyɛ na ɛrensa, na mmom ɛresɔn kɛse."
Skin,Lesions & Wounds,"I have a sore that is oozing, crusty, and won't close.","M’apirɛ no firi nsuo na ɛyɛ krakra, na ɛnkyɛ na ɛrensa."
Skin,Lesions & Wounds,"I have a sore that is oozing, crusty, and won't close.","M’apirɛ no firi nsuo, ɛyɛ krakra, na ɛnkyɛ na ɛrensa."
Skin,Lesions & Wounds,"I have a sore that is oozing, crusty, and won't close.","M’apirɛ no rebɛfiri nsuo, ayɛ krakra, na ɛrensa koraa."
Neck,Pain & Aching,"I have a deep, burning ache at the base of my skull.",M’atirifi ase hɔ reyɛ me hyehyɛ.
Neck,Pain & Aching,"I have a deep, burning ache at the base of my skull.",M’atirifi ase hɔ yɛ me ya denneennen.
Nose,Congestion & Pressure,My nose is so blocked I can only breathe through my mouth.,M’hwene akye ara ma mehome de me ano.
Nose,Congestion & Pressure,The pressure behind my nose is so intense it's making my teeth ache.,M’hwene akyi haw no ma me se yɛ me yaw.
Nose,Congestion & Pressure,The pressure behind my nose is so intense it's making my teeth ache.,M’hwene akyi haw no yɛ me dodo ma me se yɛ me yaw.
Nose,Congestion & Pressure,The pressure behind my nose is so intense it's making my teeth ache.,M’hwene akyi nsi no ma me se yɛ me yaw.
Nose,Congestion & Pressure,The pressure behind my nose is so intense it's making my teeth ache.,M’hwene akyi nsi no yɛ me dodo ma me se reyɛ me yaw.
Nose,Congestion & Pressure,The pressure behind my nose is so intense it's making my teeth ache.,M’hwene akyi nsisi no ma me se yɛ me yaw dodo.
Nose,Congestion & Pressure,My nose is so blocked I can only breathe through my mouth.,"M’hwene asi dodo, mehome de me ano."
Nose,Congestion & Pressure,My nose is so blocked I can only breathe through my mouth.,M’hwene asi nti mehome de me ano nkoaa.
Nose,Congestion & Pressure,My nose is so blocked I can only breathe through my mouth.,"M’hwene mu asi, ɛno nti mehome de me ano."
Nose,Discharge & Irritation,My nose is running so badly I can't stop wiping it.,M’hwene resi ara ma mentumi nnyae ne popa.
Nose,Discharge & Irritation,My nose is running so badly I can't stop wiping it.,M’hwene resi ara ma mepopa no berɛ nyinaa.
Nose,Discharge & Irritation,My nose is running so badly I can't stop wiping it.,M’hwene resi dodo ma mentumi nnyae ne popa.
Nose,Discharge & Irritation,My nose is running so badly I can't stop wiping it.,M’hwene resi dodo ma ɛsɛ sɛ mepopa no berɛ nyinaa.
Nose,Discharge & Irritation,My nose is running so badly I can't stop wiping it.,"M’hwene resi, na mentumi nnyae ne popa."
Heart & Cardiovascular,Circulation & Vascular,My fingers turn white and numb whenever I am cold.,M’nsateaa yɛ fitaa na ɛyɛ dɔm bere a awɔ wɔ me so no.
Heart & Cardiovascular,Circulation & Vascular,My fingers turn white and numb whenever I am cold.,M’nsateaa yɛ fitaa na ɛyɛ me dɔm bere a awɔ rebɔ me no.
Wrist & Hand,Nerve & Sensation,It feels like an electric shock just zapped from my wrist to my fingertips.,Nkanea dɛm teɛ me firii me nsam kɔsii me nsateaa.
Brain & Neurological,Sensory Disturbances,I'm seeing flashing lights and bright zig-zag patterns.,Nkanu kanu ne nneɛma a ɛretwe nteɛ nteɛ kyerɛ me.
Eyes,Vision Changes,I'm seeing double — everything looks split into two images.,Nneɛma a mehu no nyinaa apae ayɛ mfonini abien.
Heart & Cardiovascular,Heartburn & Esophageal,"There's a constant sour, acidic taste rising into the back of my mouth.",Nneɛma a ɛyɛ dɛdɛɛdɛ na ɛreba me anom daa.
Heart & Cardiovascular,Heartburn & Esophageal,"There's a constant sour, acidic taste rising into the back of my mouth.",Nneɛma a ɛyɛ dɛdɛɛdɛ na ɛreba me anom kɔ.
Heart & Cardiovascular,Heartburn & Esophageal,"There's a constant sour, acidic taste rising into the back of my mouth.",Nneɛma a ɛyɛ dɛdɛɛdɛ reba me anom daa.
Eyes,Vision Changes,There are floaters drifting across my vision like tiny specks.,Nneɛma nketenkete bi retutu wɔ m'ani so te sɛ ntotɔm.
Ears,Hearing Changes,I keep hearing a buzzing or humming sound that isn't there.,"Nneɛma nnyegye me so yie, ɛte sɛ nea mete adeɛ wɔ nsuo mu."
Brain & Neurological,Dizziness & Balance,Everything looks tilted and I feel like I'm leaning to one side.,Nneɛma nyinaa adan na me nkyɛn koro ayɛ me.
Brain & Neurological,Dizziness & Balance,Everything looks tilted and I feel like I'm leaning to one side.,"Nneɛma nyinaa adan, na ɛyɛ me sɛ me nkyɛn koro na merehwe."
Brain & Neurological,Dizziness & Balance,Everything looks tilted and I feel like I'm leaning to one side.,Nneɛma nyinaa ani adan na me ho adan akɔ nkyɛn koro.
Brain & Neurological,Dizziness & Balance,Everything looks tilted and I feel like I'm leaning to one side.,Nneɛma nyinaa ani adan na ɛyɛ me sɛ mereyɛ nkyɛn koro.
Head,Sensitivity,The slightest noise sends a jolt of pain through my head.,"Nnyigyei bɛka m'aso a, me ti mu yɛ me ya paa."
Head,Sensitivity,The slightest noise sends a jolt of pain through my head.,Nnyigyei kakra biara ma me ti mu yɛ me ya a ɛboro so.
Head,Sensitivity,The slightest noise sends a jolt of pain through my head.,Nnyigyei kɛkɛ a matie no ma me ti mu yɛ me ya denden.
Ears,Discharge & Sensation,A sticky or bloody discharge is coming out of my ear.,Nsuo a ɛyɛ dɛyɛ anaa mogya refiri me aso mu.
Skin,Rashes & Irritation,There are small fluid-filled blisters appearing in a line on one side.,Nsuo atutuo nketenkete bi apue wɔ me nipa ho afa baako wɔ nhyehyɛe bi mu.
Ears,Discharge & Sensation,I can feel fluid moving around inside my ear when I tilt my head.,"Nsuo bi rekyinkyin me aso mu, sɛ mede me ti koto a."
Upper Back,Breath-Related Pain,"Every time I inhale deeply, a knife-like pain shoots between my ribs.",Nteɛteɛ bi a ɛte sɛ dadeɛ bɔ me npatupere ntam sɛ metwe mframa kɛseɛ biara.
Eyes,Vision Changes,There are floaters drifting across my vision like tiny specks.,Ntotɔm nketenkete bi retutu wɔ m'ani so.
Brain & Neurological,Sensory Disturbances,I'm seeing flashing lights and bright zig-zag patterns.,Nyaŋyaŋ ne nneɛma a ɛrekyea kyerɛ me.
Spine & Sciatica,Sciatica & Radiating Pain,A lightning bolt of pain just shot from my back all the way down my leg.,Ogyaframa ya pɛɛ bi fi m'akyi kɔɔ me nan mu.
Upper Back,Muscle & Soft Tissue,I have a burning ache across my shoulders spreading up into my neck.,Oogyada bi wɔ me mmati a ɛreforo akɔ me kɔn mu.
Head,Pressure & Heaviness,There's an enormous pressure sitting on top of my head.,Pressure kɛseɛ bi da me tiri so.
Head,Headache Types,My head feels like it's about to explode from the pressure.,Pressure no dɔɔso wɔ me tiri mu ma ɛte sɛ nea ɛrebɛbubu.
Jaw,Pain & Clicking,"It feels like a deep, agonizing toothache spread all across my jaw.",Se ya a emu yɛ duru na atrɛ akye me bɔdwe nyinaa.
Jaw,Pain & Clicking,"It feels like a deep, agonizing toothache spread all across my jaw.",Se ya a emu yɛ ya paa na akye me bɔdwe nyinaa.
Jaw,Pain & Clicking,"It feels like a deep, agonizing toothache spread all across my jaw.",Se ya a ɛyɛ ya paa na atrɛ akye me bɔdwe nyinaa.
Heart & Cardiovascular,Circulation & Vascular,My fingers turn white and numb whenever I am cold.,"Sɛ awɔ ba a, me nsateaa yɛ fitaa na ɛyɛ me dɔm."
Heart & Cardiovascular,Circulation & Vascular,My fingers turn white and numb whenever I am cold.,"Sɛ awɔ bɔ a, me nsateaa yɛ fitaa na me nni ho nka."
Heart & Cardiovascular,Circulation & Vascular,My fingers turn white and numb whenever I am cold.,"Sɛ awɔ de me a, me nsateaa yɛ fitaa na ɛyɛ me dɔm nti me nni ho nka."
Upper Back,Breath-Related Pain,"Every time I inhale deeply, a knife-like pain shoots between my ribs.","Sɛ biara a metwe mframa no, nteɛteɛ bi te sɛ dadeɛ bɔ me npatupere ntam."
Skin,Texture & Sensation,My skin crawls and itches even when nothing is visibly touching it.,"Sɛ biribiara mpo nka me honam a, ɛyɛ me krakra na ɛyɛ me ho yareɛ."
Upper Abdomen,Liver & Gallbladder Area,"I have a severe, cramping pain under my right ribs after eating.","Sɛ m'adi adeɛ wie a, me nifa mbatini ase yareɛ bi kye me."
Chest,Musculoskeletal Chest Pain,Twisting my torso sends a sharp pain shooting through my ribs.,"Sɛ m'dane me gya a, ɛyɛ me ya kɛse wɔ me mpatakuo mu."
Chest,Musculoskeletal Chest Pain,It hurts right where I press on my ribs with my finger.,"Sɛ m'de m'nsateaa petɛ me mpatakuo so a, ɛyɛ me ya."
Chest,Musculoskeletal Chest Pain,It hurts right where I press on my ribs with my finger.,"Sɛ m'si m'nsateaa so wɔ me mpatakuo a, ɛyɛ me ya."
Jaw,Pain & Clicking,My jaw locks in place and I have to force it to move.,"Sɛ me abogyesɛ no kyekyere a, ɛsɛ sɛ mehyɛ no kwan."
Neck,Stiffness & Mobility,Turning my head sends a sharp pain shooting into my shoulder.,"Sɛ me dan me ti a, ayaw akasakasa bi kɔ me mmati so."
Neck,Stiffness & Mobility,Turning my head sends a sharp pain shooting into my shoulder.,"Sɛ me dan me ti a, ayaw bi pete kɔ me mmati so."
Neck,Stiffness & Mobility,Turning my head sends a sharp pain shooting into my shoulder.,"Sɛ me dan me ti a, ayaw kɛse bi kɔ me mmati so."
Chest,Musculoskeletal Chest Pain,Twisting my torso sends a sharp pain shooting through my ribs.,"Sɛ me dane me gya a, ɛyɛ me ya twa me mpatakuo no."
Neck,Stiffness & Mobility,I can't tilt my head back without a stabbing pain.,"Sɛ me fa me ti kɔ akyiri a, ayaw bi yɛ me nsam."
Neck,Stiffness & Mobility,I can't tilt my head back without a stabbing pain.,"Sɛ me fa me ti kɔ akyiri a, ɛyɛ me ya dadeɛ."
Knee,Swelling & Locking,"My knee feels hot, tight, and full like a balloon.","Sɛ me kotodwe no petee a, gye sɛ mebobɔ no ansa na ɛayɛ."
Upper Abdomen,Liver & Gallbladder Area,My right upper belly is tender when I press on it.,"Sɛ me mmua me nifa so yam no a, ɛyɛ me yaa."
Upper Back,Stiffness,"Every time I move my arms, a sharp pain shoots through my upper spine.","Sɛ me nsa nane a, ɛya bi a ɛyɛ ya paa firi me akyi atifi."
Scalp & Hair,Hair,My hair is falling out in clumps when I brush or wash it.,"Sɛ me pra anaasɛ me hohoro me ti nhwi a, ɛre bɔ kɛse kɛse."
Scalp & Hair,Hair,My hair is falling out in clumps when I brush or wash it.,"Sɛ me pra me ti nhwi a, ɛre bɔ fann, na sɛ me hohoro nso a, ɛte saa ara."
Pelvis,Bladder & Urination,"I have a burning, stabbing pain every time I try to urinate.","Sɛ me pɛ sɛ me fitidie a, ɛhyehye me na ɛyɛ me fɔm."
Pelvis,Bladder & Urination,Urinating feels like passing broken glass.,"Sɛ me pɛ sɛ me fitidie a, ɛyɛ me sɛ ɛwɔ sɛ meretwa ahwehwɛ."
Lungs & Breathing,Breathlessness,I can't take a full breath — there's a wall stopping me halfway.,"Sɛ me pɛ sɛ me home a, ɛnyɛ yie, ɛte sɛ nea adɔ bi asiw me kwan mfinimfini."
Pelvis,Bladder & Urination,"I have a burning, stabbing pain every time I try to urinate.","Sɛ me pɛ sɛ me twa nsuo a, ɛhyehye me na ɛyɛ me fɔm."
Lungs & Breathing,Cough & Airways,There's a tight wheezing sound every time I breathe out.,"Sɛ me reme a, ɛyɛ me sɛ me yam hweee."
Lungs & Breathing,Cough & Airways,There's a tight wheezing sound every time I breathe out.,"Sɛ me reme a, ɛyɛ me sɛ me yam hweee."
Hip,Pain & Aching,The pain in my hip spreads all the way down to my knee.,"Sɛ me sɛnkyɛn yɛ me yaw a, ɛtrɛw kɔ me kotodwe."
Lower Back,Spine & Structural,"My lower spine feels weak, like it might snap if I stand up straight.","Sɛ me tena hɔ simma nnum a, ɛte sɛ nea m'akyi ase wɔ egya."
Pelvis,Bladder & Urination,"I have a burning, stabbing pain every time I try to urinate.","Sɛ me twa nsuo a, ɛhyehye me na ɛyɛ me sɛ ɛwɔ sɛ akura kuro."
Pelvis,Bladder & Urination,Urinating feels like passing broken glass.,"Sɛ me twa nsuo a, ɛyɛ me sɛ nsuo no ka ahwehwɛ."
Pelvis,Bladder & Urination,Urinating feels like passing broken glass.,"Sɛ me twa nsuo a, ɛyɛ me sɛ ɛwɔ sɛ meretwa ahwehwɛ fɔm."
Chest,Respiratory & Breathing,"I'm having a sharp, stabbing pain every time I take a deep breath.","Sɛ me twerɛ home a, me kokoɔ yɛ me ya dɔteɛ."
Wrist & Hand,Pain & Tenderness,My palm and thumb base ache deeply after any activity.,"Sɛ me yɛ adwuma a, me nsa ne me nsateaa kɛseɛ no yɛ me ya"
Lower Back,General Lumbar Pain,My lower back feels like it's on fire after sitting for five minutes.,"Sɛ mebɔ mmɔden sɛ mekotow a, mekyi akyere me koraa."
Elbow & Forearm,Nerve Pain,My forearm feels numb and weak when I bend my elbow for too long.,"Sɛ mebɛn me abɔdwesɛ berɛ akyɛ a, me nsa ase yɛ me tɔm na ɛnyɛ den bio."
Elbow & Forearm,Nerve Pain,My forearm feels numb and weak when I bend my elbow for too long.,"Sɛ mebɛn me abɔdwesɛ berɛ tenten a, me nsa ase yɛ me tɔm na ɛnyɛ den."
Lungs & Breathing,Breathlessness,I have to sit upright to breathe comfortably — lying flat is impossible.,"Sɛ meda hɔ a, ɛnyɛ yie, gye sɛ metena hɔ teɛ ansa na me home ayɛ me dwoodwoo."
Chest,Musculoskeletal Chest Pain,Twisting my torso sends a sharp pain shooting through my ribs.,"Sɛ medane me nipadua a, ɛyɛ me ya takaa wɔ me mpatakuo mu."
Wrist & Hand,Pain & Tenderness,I have a sharp pain in my wrist every time I twist or rotate it.,"Sɛ medane me nsa a, m'abasam yɛ me ya pa ara"
Ears,Discharge & Sensation,I can feel fluid moving around inside my ear when I tilt my head.,"Sɛ mede me ti koto a, mete nka sɛ nsuo bi rekyinkyin me aso mu."
Ears,Discharge & Sensation,I can feel fluid moving around inside my ear when I tilt my head.,"Sɛ mede me ti koto a, mete sɛ nsuo bi rehwehwe me aso mu."
Upper Abdomen,Stomach & Digestion,Every bite of food gives me a sharp cramp right under my ribs.,"Sɛ medidi a, me mfeɛ ase keka me paa."
Upper Abdomen,Stomach & Digestion,Every bite of food gives me a sharp cramp right under my ribs.,"Sɛ medidi a, me mfeɛ ase yɛ me ya sɛ nea ɛrekeka me."
Chest,Respiratory & Breathing,I can hear a whistling or rattling when I breathe out.,"Sɛ mefi me home a, mete nne bi a ɛhyɛn."
Scalp & Hair,Scalp Condition,My scalp feels greasy and irritated no matter how often I wash it.,"Sɛ mefo me ti mpo a, ɛda so ara yɛ nsam na ɛyɛ me ya."
Chest,Respiratory & Breathing,Every time I cough it feels like my lungs are tearing.,"Sɛ mefoforo a, mete nka sɛ me mfe rebu."
Chest,Respiratory & Breathing,Every time I cough it feels like my lungs are tearing.,"Sɛ mefoforo a, mete sɛ nneɛma bi rebu wɔ me mfe mu."
Chest,Respiratory & Breathing,Every time I cough it feels like my lungs are tearing.,"Sɛ mefoforo a, ɛyɛ me sɛ me mfe retee."
Chest,Respiratory & Breathing,I can hear a whistling or rattling when I breathe out.,"Sɛ mehome a, mete nneɛma bi a ɛrehyɛn anaa ɛrete."
Chest,Respiratory & Breathing,I can hear a whistling or rattling when I breathe out.,"Sɛ mehome a, mete sɛ nneɛma bi rebu wɔ me mu."
Chest,Respiratory & Breathing,It feels like my lungs are burning when I inhale.,"Sɛ mehome a, ɛte sɛ deɛ biribi rehye me kokoɔ mu."
Heart & Cardiovascular,Circulation & Vascular,My legs feel incredibly heavy and tired after just a short walk.,"Sɛ mekyini kakra a, me nan yɛ duru na ɛyɛ me mmerɛw."
Heart & Cardiovascular,Circulation & Vascular,My legs feel incredibly heavy and tired after just a short walk.,"Sɛ mekyini kakra a, me nan yɛ duru na ɛyɛ mmerɛw nso."
Heart & Cardiovascular,Circulation & Vascular,My legs feel incredibly heavy and tired after just a short walk.,"Sɛ mekyini kakra a, me nan yɛ me duru na ɛyɛ mmerɛw."
Lower Abdomen,Localised Pain,There's a ripping or tearing sensation in my groin when I move.,"Sɛ mekyinkyin a, ɛte sɛ nea woretrɛw me n'anan ase."
Lungs & Breathing,Breathlessness,I get short of breath just walking to the next room.,"Sɛ mekɔ dan foforo mu mpo a, me home yɛ tia."
Upper Back,Stiffness,"Every time I move my arms, a sharp pain shoots through my upper spine.","Sɛ menane me nsa a, ɛya bi a ɛyɛ ya pa na ɛfa me akyi atifi."
Ankle & Foot,Pain & Injury,The pain in my heel feels like stepping on a sharp nail every single step.,"Sɛ menantew a, me nan akyi no yɛ me ya sɛ nea merefa ntwoma nnam so."
Brain & Neurological,Consciousness & Cognition,My brain feels like it's sloshing around inside my skull when I move.,"Sɛ menantew a, ɛte sɛ nea me tirimade retutu me ti mu."
Brain & Neurological,Consciousness & Cognition,My brain feels like it's sloshing around inside my skull when I move.,"Sɛ menantew a, ɛyɛ me sɛ biribi retwetwe me ti mu."
Brain & Neurological,Consciousness & Cognition,My brain feels like it's sloshing around inside my skull when I move.,"Sɛ menantew a, ɛyɛ me sɛ me tirimade retwetwe me ti mu."
Brain & Neurological,Consciousness & Cognition,My brain feels like it's sloshing around inside my skull when I move.,"Sɛ menantew a, ɛyɛ me sɛ me tirimade retwɛn me ti mu."
Brain & Neurological,Consciousness & Cognition,My brain feels like it's sloshing around inside my skull when I move.,"Sɛ menantew a, ɛyɛ me sɛ m’adwene retwetwe me ti mu."
Ankle & Foot,Pain & Injury,"My ankle aches deeply after any walking, even just around the house.","Sɛ menantew kakra mpo wɔ fie a, m’anammɔn yɛ me ya paa."
Chest,Respiratory & Breathing,"I'm having a sharp, stabbing pain every time I take a deep breath.","Sɛ menya home kɛseɛ a, me kokoɔ yɛ me ya pa ara, ɛte sɛ deɛ wɔde akyɛdeɛ refiri mu."
Lungs & Breathing,Breathlessness,I have to sit upright to breathe comfortably — lying flat is impossible.,"Sɛ mepɛ sɛ me home dwoodwoo a, gye sɛ metena hɔ teɛ, nanso sɛ meda hɔ a ɛnyɛ yie."
Lower Back,General Lumbar Pain,It hurts to bend forward even an inch — my back just freezes.,"Sɛ mepɛ sɛ mekotow koraa a, mekyi akyere me ma ɛyɛ me ya paa."
Elbow & Forearm,Mobility,I can't fully straighten my elbow — it locks before it's fully extended.,"Sɛ mepɛ sɛ metrɛw me abɔdwesɛ mu a, ɛkye na ɛnyɛ koraa."
Jaw,Pain & Clicking,My jaw is clicking and locking when I try to open my mouth.,"Sɛ merebue m'ano a, me bɔdwe krakra na ɛnka."
Jaw,Pain & Clicking,My jaw is clicking and locking when I try to open my mouth.,"Sɛ merebue m'ano a, me bɔdwe krakra na ɛnni hɔ ma ɛbue."
Jaw,Pain & Clicking,My jaw is clicking and locking when I try to open my mouth.,"Sɛ merebue m'ano a, me bɔdwe krakra na ɛsi hɔ."
Ankle & Foot,Pain & Injury,"There's a sharp, tearing pain at the back of my heel when I push off.","Sɛ merebɔ mmɔden sɛ mebɛgyina na menantew a, me nan akyi no yɛ me ya paa."
Ankle & Foot,Pain & Injury,"There's a sharp, tearing pain at the back of my heel when I push off.","Sɛ merebɔ mmɔden sɛ mebɛnantew a, me nan akyi no yɛ me ya sɛ nea wɔretwitwa no."
Hip,Mobility & Instability,"I can barely rotate my leg outward without a sharp, biting pain.","Sɛ meredan me nan a, ɛyɛ me yaw a ɛyɛ ya."
Chest,Respiratory & Breathing,My chest hits a wall halfway through every breath.,"Sɛ merehome a, ɛte sɛ deɛ home no twa kwan wɔ me kokoɔ mu."
Chest,Respiratory & Breathing,My chest hits a wall halfway through every breath.,"Sɛ merehome a, ɛte sɛ deɛ me kokoɔ si gyina berɛ a home no nnyii kɔwie."
Ankle & Foot,Pain & Injury,"There's a sharp, tearing pain at the back of my heel when I push off.","Sɛ merekɔ anim a, me nan akyi no yɛ me ya sɛ nea wɔretwitwa no."
Heart & Cardiovascular,Heartburn & Esophageal,"Every time I swallow, food feels like it gets stuck behind my breastbone.","Sɛ meremene aduane a, ɛte sɛ nea ɛntumi nkɔ me yafunu, ɛgyina me kokoɔ mu."
Heart & Cardiovascular,Heartburn & Esophageal,"Every time I swallow, food feels like it gets stuck behind my breastbone.","Sɛ meremene aduane a, ɛte sɛ nea ɛrekyi me kokoɔ mu hɔ ara pɛ."
Hip,Groin & Referred Pain,I have a ripping or tearing sensation deep in my groin when I move.,"Sɛ merenda a, ɛyɛ me sɛ biribi repae me bosome mu."
Hip,Groin & Referred Pain,I have a ripping or tearing sensation deep in my groin when I move.,"Sɛ merenda a, ɛyɛ me sɛ biribi retetɛ me bosome mu."
Hip,Mobility & Instability,Getting up from a chair makes a sickening clunk in my hip.,"Sɛ meresɔre fi akonnwa so a, m'asenkyɛn no bɔ dɔn."
Hip,Pain & Aching,My hip feels like bone is rubbing directly on bone when I walk.,"Sɛ meretambu a, me sɛnkyɛn mu te sɛ nea ɛretwitwa."
Hip,Mobility & Instability,My hip keeps catching or locking up when I try to take a step.,"Sɛ meretambu a, me sɛnkyɛn no gyina."
Ankle & Foot,Nerve & Sensation,It feels like I'm walking on hot coals or broken glass with every step.,"Sɛ meretu nan koro a, ɛte sɛ nea merefa gya anaa hwirem so."
Lower Abdomen,Localised Pain,There's a ripping or tearing sensation in my groin when I move.,"Sɛ mereyɛ adwuma a, ɛte sɛ nea woretetew me n'anan ase hɔ."
Lungs & Breathing,Breathlessness,I get short of breath just walking to the next room.,"Sɛ mereyɛ anantuo kɔ dan foforo mu mpo a, me home yɛ tia."
Lower Back,Morning Stiffness,I can barely stand up straight for the first hour after waking.,"Sɛ mesɔre a, dɔnhwerew a edii kan no, mentumi nnyina tẽẽ."
Lower Back,Morning Stiffness,I can barely stand up straight for the first hour after waking.,"Sɛ mesɔre a, m'akyi mma kwan mma minnyina tẽẽ dɔnhwerew a edi kan no."
Hip,Mobility & Instability,Getting up from a chair makes a sickening clunk in my hip.,"Sɛ mesɔre a, me sɛnkyɛn mu bɔ dɔn."
Hip,Mobility & Instability,Getting up from a chair makes a sickening clunk in my hip.,"Sɛ mesɔre firi akonnwa so a, me sɛnkyɛn bɔ dɔn."
Hip,Mobility & Instability,Getting up from a chair makes a sickening clunk in my hip.,"Sɛ mesɔre firi akonnwa so a, ɛyɛ me sɛnkyɛn ya na ɛbɔ krakra."
Pelvis,Pelvic Pain,It feels like a sharp knife is stabbing my lower abdomen when I sit.,"Sɛ mesɔre tena ase a, ɛte sɛ nea wɔde sekan retwitwa me yafunu ase."
Upper Back,Breath-Related Pain,"I have a sharp, stabbing pain in my upper back when I take a deep breath.","Sɛ mete ahum tenten a, m'akyi soro no yɛ me ya sɛ nea obi de dadeɛ bɔ me."
Head,Sensitivity,Strong smells are making my headache unbearably worse.,"Sɛ mete hwireɛ a ɛyɛ denden a, ɛma me ti mu yɛ me ya paa."
Head,Sensitivity,The slightest noise sends a jolt of pain through my head.,"Sɛ mete nnyigyei a, ɛma me ti mu yɛ me ya denden."
Shoulder,Pain & Aching,It feels like a sharp knife is stabbing the top of my shoulder.,"Sɛ metena ase a, m'abɔdwe soro te sɛ nea wɔretwa me ne sekan."
Pelvis,Pelvic Pain,It feels like a sharp knife is stabbing my lower abdomen when I sit.,"Sɛ metena ase a, ɛte sɛ sekan a ɛretwitwa me yafunu ase."
Pelvis,Pelvic Pain,It feels like a sharp knife is stabbing my lower abdomen when I sit.,"Sɛ metena ase a, ɛyɛ me ya sɛ nea wɔde sekan retwitwa me."
Lower Back,Spine & Structural,"My lower spine feels weak, like it might snap if I stand up straight.","Sɛ metena ase simma nnum a, m'akyi ase akyere me na ɛhye me."
Lower Back,General Lumbar Pain,My lower back feels like it's on fire after sitting for five minutes.,"Sɛ metena ase simma nnum a, m'akyi ase hye me te sɛ egya."
Elbow & Forearm,Pain & Tenderness,There's a sharp pain on the inside of my elbow when I throw or swing my arm.,"Sɛ metow biribi anaasɛ menya me nsa a, me gɔn mu ya me paa."
Elbow & Forearm,Pain & Tenderness,There's a sharp pain on the inside of my elbow when I throw or swing my arm.,"Sɛ metow biribi anaasɛ menya me nsa a, me gɔn mu ya me ya a ɛwoso."
Elbow & Forearm,Pain & Tenderness,There's a sharp pain on the inside of my elbow when I throw or swing my arm.,"Sɛ metow biribi anaasɛ menya me nsa a, me gɔn mu yɛ me ya a ɛyɛ kɛse."
Elbow & Forearm,Pain & Tenderness,There's a sharp pain on the inside of my elbow when I throw or swing my arm.,"Sɛ metow biribi anaasɛ menya me nsa a, me gɔn mu yɛ me ya a ɛyɛ takaa."
Elbow & Forearm,Pain & Tenderness,There's a sharp pain on the inside of my elbow when I throw or swing my arm.,"Sɛ metow biribi anaasɛ menya me nsa a, me gɔn mu yɛ me ya."
Upper Back,Breath-Related Pain,"I have a sharp, stabbing pain in my upper back when I take a deep breath.","Sɛ metwe ahum a, m'akyi soro no yɛ me ya kɛseɛ."
Upper Back,Breath-Related Pain,"Every time I inhale deeply, a knife-like pain shoots between my ribs.","Sɛ metwe mframa a, ɛyɛ me ya sɛ nea obi de dadeɛ kɔ me npatupere ntam."
Upper Back,Breath-Related Pain,"I have a sharp, stabbing pain in my upper back when I take a deep breath.","Sɛ metwe mframa dodo a, m'akyi soro no yɛ me ya sɛ nea biribi repae mu."
Upper Back,Breath-Related Pain,"Every time I inhale deeply, a knife-like pain shoots between my ribs.","Sɛ metwe mframa kɛseɛ a, m'akyi no mu yɛ me ya sɛ nea obi de dadeɛ bɔ m'anammɔn."
